Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,774,Sales,2,4,Human Resources,1,333,4,Female,95,4,2,Research Director,2,Single,12861,4871,3,Y,Yes,24,3,4,80,1,11,5,3,7,15,13,14
19,No,Travel_Frequently,1183,Research & Development,26,4,Life Sciences,1,334,1,Female,90,1,2,Research Director,2,Divorced,13501,6489,6,Y,Yes,14,3,1,80,0,24,6,3,33,16,10,0
44,No,Non-Travel,105,Sales,18,3,Technical Degree,1,335,3,Male,75,3,5,Sales Executive,2,Divorced,3812,6607,5,Y,Yes,16,4,1,80,3,29,5,2,24,9,1,6
59,No,Non-Travel,1081,Sales,21,1,Medical,1,336,4,Male,98,3,5,Sales Executive,1,Single,1044,14973,9,Y,No,13,3,3,80,0,14,5,3,18,5,7,4
19,No,Travel_Rarely,669,Sales,4,1,Human Resources,1,337,3,Male,72,2,4,Manufacturing Director,3,Single,18017,14111,6,Y,No,17,4,3,80,3,35,0,2,12,6,14,3
43,No,Non-Travel,506,Sales,8,2,Technical Degree,1,338,2,Male,88,4,3,Research Scientist,1,Single,10402,25148,4,Y,Yes,16,4,2,80,2,7,5,4,11,17,10,10
34,No,Non-Travel,1340,Research & Development,20,1,Medical,1,339,1,Male,31,1,3,Sales Executive,4,Divorced,9785,7834,1,Y,Yes,13,3,2,80,2,27,3,2,14,1,12,5
57,No,Travel_Frequently,125,Research & Development,14,2,Technical Degree,1,340,1,Male,44,1,4,Human Resources,4,Divorced,15581,11912,7,Y,Yes,11,3,2,80,3,21,2,2,22,8,3,4
50,No,Travel_Frequently,1128,Research & Development,12,4,Human Resources,1,341,3,Male,66,3,2,Laboratory Technician,1,Single,2926,5399,1,Y,No,22,3,3,80,2,37,0,4,39,4,7,14
26,No,Travel_Rarely,1085,Human Resources,22,4,Technical Degree,1,342,4,Female,49,2,3,Sales Executive,3,Single,1856,23762,7,Y,Yes,20,4,3,80,1,15,1,1,1,7,0,5
56,No,Travel_Frequently,489,Sales,21,1,Marketing,1,343,3,Female,64,3,3,Research Scientist,2,Married,6988,20241,6,Y,Yes,15,3,3,80,0,4,3,1,39,4,14,3
46,No,Travel_Rarely,809,Sales,27,4,Human Resources,1,344,2,Male,63,3,2,Research Director,4,Single,9743,9604,2,Y,Yes,20,4,1,80,3,33,0,1,22,14,11,16
59,No,Travel_Rarely,670,Research & Development,18,3,Technical Degree,1,345,4,Female,60,1,1,Healthcare Representative,4,Married,5138,12957,3,Y,No,12,3,4,80,3,37,2,1,4,7,4,14
43,No,Travel_Rarely,853,Human Resources,11,3,Life Sciences,1,346,4,Male,48,4,1,Sales Representative,1,Married,12080,9731,6,Y,No,17,3,3,80,3,10,1,2,33,4,8,5
52,No,Non-Travel,245,Sales,29,1,Technical Degree,1,347,3,Male,97,1,4,Manager,4,Divorced,17082,20780,3,Y,Yes,23,4,1,80,1,1,2,1,9,4,6,11
42,No,Travel_Frequently,884,Research & Development,28,1,Marketing,1,348,2,Male,53,3,5,Sales Executive,4,Divorced,15870,17808,8,Y,No,17,3,3,80,1,24,2,3,26,16,2,8
41,No,Travel_Rarely,1372,Sales,8,2,Medical,1,349,4,Female,68,2,3,Manager,2,Married,1606,4261,6,Y,No,14,3,4,80,1,24,1,3,3,8,3,7
30,No,Travel_Frequently,625,Sales,2,4,Medical,1,350,1,Male,83,2,3,Sales Representative,2,Married,9863,13809,0,Y,No,16,4,3,80,3,0,5,1,3,1,9,14
24,Yes,Travel_Rarely,112,Research & Development,25,2,Medical,1,351,2,Male,68,4,4,Manufacturing Director,3,Single,6022,19696,0,Y,Yes,11,3,1,80,1,30,4,3,7,0,6,0
53,No,Travel_Frequently,1002,Research & Development,15,2,Life Sciences,1,352,4,Male,46,4,4,Research Director,4,Married,17400,12056,3,Y,Yes,12,3,3,80,2,4,2,3,5,10,13,1
37,No,Travel_Frequently,483,Sales,9,3,Marketing,1,353,3,Male,48,4,3,Research Director,3,Single,6149,20689,8,Y,No,16,4,3,80,0,39,5,4,24,14,5,2
18,No,Travel_Rarely,655,Sales,19,3,Human Resources,1,354,4,Female,77,3,2,Sales Representative,3,Divorced,6311,23891,3,Y,No,12,3,3,80,2,3,6,4,26,0,12,9
25,No,Non-Travel,986,Research & Development,20,3,Medical,1,355,1,Male,64,3,2,Research Scientist,2,Single,3484,21125,4,Y,No,22,3,2,80,2,4,1,1,39,6,12,13
33,No,Travel_Frequently,118,Sales,8,3,Marketing,1,356,2,Female,61,4,5,Manager,2,Divorced,16012,21720,0,Y,Yes,22,4,3,80,1,4,2,2,19,14,3,10
31,No,Non-Travel,674,Sales,25,2,Technical Degree,1,357,4,Female,76,2,3,Manager,1,Married,16833,25864,1,Y,No,21,3,1,80,3,15,4,2,26,5,2,5
29,No,Non-Travel,850,Research & Development,19,3,Life Sciences,1,358,1,Male,76,2,3,Sales Representative,2,Married,12041,23543,3,Y,No,14,3,1,80,2,17,6,4,6,9,10,13
40,No,Travel_Rarely,1103,Sales,5,4,Marketing,1,359,4,Male,93,2,3,Manager,3,Married,4807,2997,3,Y,Yes,14,3,1,80,0,16,1,4,22,11,1,7
32,No,Travel_Rarely,518,Sales,11,3,Marketing,1,360,4,Female,75,3,3,Research Scientist,4,Single,4173,17155,9,Y,No,20,4,3,80,1,34,0,2,19,12,9,1
45,No,Travel_Rarely,1460,Human Resources,15,3,Human Resources,1,361,2,Female,64,1,4,Research Director,3,Divorced,18857,8353,5,Y,No,19,3,4,80,2,17,0,1,33,14,11,3
51,Yes,Travel_Frequently,518,Research & Development,8,3,Marketing,1,362,3,Female,46,2,1,Manufacturing Director,3,Divorced,15212,20703,5,Y,Yes,20,4,1,80,1,3,5,2,28,16,8,2
19,Yes,Travel_Rarely,221,Human Resources,19,1,Human Resources,1,363,3,Female,71,2,3,Human Resources,3,Divorced,11199,5207,7,Y,No,17,3,2,80,0,30,0,2,4,12,2,1
49,No,Travel_Rarely,531,Human Resources,23,4,Life Sciences,1,364,1,Male,58,2,1,Research Director,2,Divorced,3412,11275,8,Y,No,24,3,4,80,1,30,3,3,26,1,14,3
40,No,Travel_Frequently,143,Human Resources,27,4,Life Sciences,1,365,1,Female,99,4,2,Laboratory Technician,3,Divorced,17093,21965,0,Y,No,17,3,1,80,3,8,2,2,11,17,6,10
39,No,Travel_Frequently,1440,Sales,8,2,Technical Degree,1,366,1,Female,46,3,5,Laboratory Technician,1,Single,19535,17874,0,Y,No,22,3,3,80,2,30,2,4,16,10,14,8
42,No,Travel_Rarely,480,Sales,26,2,Human Resources,1,367,2,Female,43,4,2,Research Director,4,Divorced,4182,5086,5,Y,Yes,21,3,2,80,2,4,1,1,36,4,0,7
39,No,Travel_Rarely,244,Human Resources,27,3,Human Resources,1,368,3,Female,53,4,3,Research Scientist,2,Married,2014,17973,3,Y,Yes,11,3,1,80,3,35,3,2,33,3,7,7
39,No,Travel_Rarely,1450,Human Resources,19,1,Medical,1,369,1,Male,86,1,2,Human Resources,3,Divorced,18988,25550,3,Y,Yes,21,3,2,80,0,15,2,3,29,1,0,4
59,No,Travel_Rarely,462,Human Resources,18,2,Medical,1,370,1,Male,79,4,4,Manufacturing Director,1,Married,18253,19105,0,Y,No,15,3,4,80,0,15,1,4,35,15,11,12
23,No,Non-Travel,1173,Sales,10,2,Technical Degree,1,371,4,Male,86,1,1,Manager,4,Single,7913,16870,8,Y,Yes,13,3,1,80,1,19,4,4,5,6,1,6
32,No,Non-Travel,1188,Human Resources,29,3,Life Sciences,1,372,4,Female,90,4,3,Laboratory Technician,3,Single,3727,3154,2,Y,Yes,13,4,3,80,2,29,2,3,31,7,0,4
54,No,Travel_Rarely,454,Human Resources,7,3,Other,1,373,1,Female,68,2,4,Laboratory Technician,4,Married,3852,18029,4,Y,No,16,3,2,80,0,25,5,4,31,7,3,12
50,No,Non-Travel,899,Research & Development,28,2,Medical,1,374,4,Male,84,3,1,Laboratory Technician,2,Divorced,10077,9167,9,Y,Yes,14,4,1,80,3,30,2,3,8,1,1,15
25,Yes,Travel_Frequently,1287,Research & Development,9,2,Marketing,1,375,4,Male,65,4,4,Research Scientist,2,Single,19992,2016,0,Y,No,18,4,4,80,3,14,4,4,21,14,0,13
22,No,Non-Travel,1264,Sales,1,4,Life Sciences,1,376,4,Female,66,1,2,Research Director,1,Single,2273,9097,7,Y,No,24,3,4,80,3,37,4,4,9,4,0,4
56,No,Non-Travel,925,Research & Development,19,1,Other,1,377,2,Male,43,3,3,Human Resources,2,Single,8649,15165,2,Y,No,14,4,1,80,0,37,2,4,28,9,14,3
21,No,Travel_Rarely,1251,Research & Development,5,4,Marketing,1,378,1,Female,56,1,2,Research Director,1,Divorced,2955,20616,0,Y,Yes,18,4,4,80,3,19,4,4,10,8,1,10
23,No,Non-Travel,497,Research & Development,19,2,Human Resources,1,379,1,Female,60,2,5,Laboratory Technician,3,Married,9778,13654,9,Y,Yes,24,4,2,80,2,34,1,3,27,7,5,1
49,No,Non-Travel,979,Sales,1,4,Life Sciences,1,380,4,Female,73,4,3,Sales Representative,4,Married,5549,19830,5,Y,No,22,4,2,80,0,22,2,2,1,4,1,12
47,No,Non-Travel,562,Research & Development,15,4,Technical Degree,1,381,2,Female,97,3,2,Research Scientist,2,Divorced,16863,18205,0,Y,Yes,22,3,2,80,0,38,2,4,20,12,12,15
52,No,Non-Travel,907,Sales,16,2,Human Resources,1,382,4,Female,77,2,3,Manufacturing Director,4,Single,12809,11657,2,Y,No,14,4,2,80,2,24,0,3,30,13,14,8
57,No,Travel_Frequently,286,Human Resources,23,3,Human Resources,1,383,2,Female,86,4,1,Manager,4,Divorced,9302,13959,4,Y,Yes,13,3,4,80,3,21,5,3,16,7,12,15
33,No,Travel_Rarely,831,Research & Development,7,2,Marketing,1,384,1,Male,51,4,3,Healthcare Representative,3,Divorced,9100,24158,3,Y,Yes,15,4,1,80,0,7,2,3,26,15,11,6
30,No,Travel_Rarely,1313,Sales,26,3,Human Resources,1,385,4,Male,33,1,3,Human Resources,3,Married,3911,13819,6,Y,Yes,22,4,4,80,2,8,6,2,29,4,11,15
59,No,Travel_Frequently,528,Research & Development,12,2,Medical,1,386,1,Male,75,1,1,Manufacturing Director,2,Divorced,13091,5083,5,Y,Yes,23,4,4,80,2,14,0,1,7,0,10,12
47,No,Non-Travel,957,Human Resources,8,2,Life Sciences,1,387,2,Female,88,2,2,Healthcare Representative,3,Divorced,10099,11735,2,Y,Yes,15,3,1,80,1,19,4,3,36,16,12,4
36,No,Travel_Frequently,1407,Sales,5,2,Medical,1,388,3,Male,63,1,3,Manufacturing Director,4,Single,6663,26655,7,Y,No,20,3,1,80,3,34,5,3,4,9,1,14
34,Yes,Non-Travel,336,Sales,10,1,Marketing,1,389,2,Female,40,2,4,Research Director,1,Single,12881,8952,7,Y,Yes,20,3,3,80,3,36,5,3,25,4,7,6
36,No,Travel_Frequently,1317,Sales,28,3,Other,1,390,3,Female,60,2,3,Research Director,1,Married,15368,26225,1,Y,Yes,11,3,2,80,2,2,4,2,5,6,4,1
45,No,Travel_Rarely,1410,Human Resources,21,1,Marketing,1,391,1,Female,40,2,2,Laboratory Technician,1,Single,17938,16637,6,Y,Yes,18,4,1,80,0,33,1,4,15,15,13,7
43,No,Travel_Rarely,870,Human Resources,5,2,Life Sciences,1,392,1,Female,85,1,1,Sales Executive,2,Divorced,9298,11463,0,Y,Yes,18,3,4,80,1,33,0,2,0,2,14,9
54,No,Travel_Rarely,857,Human Resources,17,4,Human Resources,1,393,4,Male,67,3,2,Manager,3,Divorced,4336,7391,1,Y,Yes,18,4,2,80,1,35,2,3,8,11,7,9
43,No,Non-Travel,235,Sales,26,1,Technical Degree,1,394,3,Male,50,2,5,Research Scientist,3,Divorced,7369,16468,7,Y,No,24,3,2,80,0,34,0,1,20,13,11,10
40,Yes,Non-Travel,891,Human Resources,5,3,Marketing,1,395,2,Male,39,3,3,Research Scientist,3,Married,3534,17091,0,Y,No,20,4,4,80,1,8,4,3,6,0,13,7
26,No,Travel_Frequently,270,Research & Development,22,2,Life Sciences,1,396,1,Female,55,4,3,Laboratory Technician,3,Single,3226,16964,1,Y,No,14,4,1,80,0,29,4,4,14,6,11,15
29,No,Travel_Frequently,258,Human Resources,15,1,Technical Degree,1,397,3,Male,37,1,1,Research Director,4,Divorced,10585,10964,0,Y,Yes,23,3,2,80,1,25,6,1,23,17,13,15
18,No,Travel_Rarely,300,Sales,13,4,Human Resources,1,398,2,Male,37,1,3,Laboratory Technician,1,Single,1166,9914,4,Y,Yes,24,4,2,80,0,11,1,1,4,3,7,16
18,No,Non-Travel,1061,Research & Development,28,1,Other,1,399,3,Male,89,3,4,Sales Representative,4,Single,11902,16476,6,Y,No,19,4,2,80,2,23,5,2,37,15,11,5
51,No,Travel_Frequently,682,Human Resources,1,3,Marketing,1,400,2,Female,63,4,4,Human Resources,2,Single,4624,18866,5,Y,No,20,4,2,80,2,18,5,2,28,10,1,16
49,No,Non-Travel,975,Research & Development,11,1,Other,1,401,2,Male,45,4,2,Research Director,1,Single,19731,24065,5,Y,No,13,4,2,80,1,15,4,4,10,17,13,11
42,No,Non-Travel,470,Research & Development,23,4,Life Sciences,1,402,2,Female,42,2,1,Sales Executive,1,Married,18788,9437,5,Y,No,17,4,4,80,1,25,0,2,3,15,6,14
57,No,Travel_Rarely,202,Sales,1,4,Other,1,403,2,Male,51,1,5,Sales Representative,4,Married,10717,13371,7,Y,Yes,16,3,1,80,2,22,5,4,9,6,8,6
18,Yes,Travel_Rarely,1101,Research & Development,11,3,Other,1,404,3,Female,56,4,2,Sales Representative,2,Married,13601,11773,4,Y,No,19,3,1,80,3,32,6,1,33,2,11,13
33,No,Non-Travel,1248,Research & Development,18,4,Life Sciences,1,405,3,Male,93,4,1,Research Director,2,Divorced,14103,7203,9,Y,Yes,22,4,2,80,0,29,6,1,3,4,7,3
56,No,Non-Travel,1436,Sales,18,2,Life Sciences,1,406,4,Male,31,2,1,Healthcare Representative,1,Divorced,14030,21745,6,Y,No,24,4,2,80,3,22,2,1,9,17,12,16
22,No,Non-Travel,1075,Sales,21,4,Marketing,1,407,3,Male,55,2,2,Human Resources,3,Divorced,3774,17430,2,Y,Yes,23,3,2,80,1,9,2,4,32,16,8,10
39,Yes,Non-Travel,897,Sales,26,2,Other,1,408,3,Female,98,3,2,Human Resources,2,Married,10017,14462,8,Y,Yes,14,3,4,80,2,35,0,2,17,0,12,5
46,Yes,Travel_Rarely,1353,Research & Development,16,1,Technical Degree,1,409,4,Male,59,1,3,Research Director,4,Single,11150,24331,9,Y,Yes,14,3,4,80,1,30,1,2,11,15,7,9
20,No,Travel_Frequently,757,Research & Development,13,2,Life Sciences,1,410,3,Male,37,4,5,Manager,2,Married,4739,11033,2,Y,No,16,4,3,80,3,21,2,2,22,14,3,14
29,No,Travel_Rarely,981,Research & Development,7,2,Human Resources,1,411,2,Female,67,3,4,Manager,1,Divorced,15911,21918,5,Y,Yes,18,4,2,80,2,37,0,3,24,12,9,5
43,No,Travel_Frequently,1320,Sales,1,1,Other,1,412,1,Female,90,1,3,Sales Executive,3,Divorced,5464,20256,2,Y,Yes,13,3,3,80,2,1,0,1,36,6,6,15
33,No,Non-Travel,832,Human Resources,26,4,Life Sciences,1,413,1,Female,94,3,1,Manager,2,Single,13381,17754,0,Y,No,21,3,3,80,2,22,4,1,3,2,14,11
54,No,Travel_Frequently,522,Research & Development,16,2,Technical Degree,1,414,4,Female,96,1,5,Manufacturing Director,1,Married,14746,25642,0,Y,No,18,3,3,80,0,34,5,3,12,12,8,15
39,No,Travel_Rarely,671,Human Resources,1,4,Marketing,1,415,3,Male,75,1,5,Manufacturing Director,2,Single,5094,24366,2,Y,No,24,4,1,80,1,36,4,1,17,15,8,13
46,No,Travel_Rarely,270,Sales,17,1,Other,1,416,3,Male,72,4,2,Research Scientist,3,Married,3930,21889,3,Y,No,18,4,3,80,3,31,5,1,28,0,3,5
31,No,Non-Travel,272,Research & Development,6,3,Life Sciences,1,417,4,Female,88,1,5,Manufacturing Director,4,Divorced,1763,5320,1,Y,No,24,4,2,80,0,11,1,3,29,0,14,8
45,No,Travel_Rarely,762,Human Resources,2,4,Life Sciences,1,418,1,Male,75,2,5,Healthcare Representative,1,Single,12552,16979,8,Y,No,24,3,4,80,3,34,1,1,37,15,6,0
22,No,Non-Travel,552,Research & Development,17,4,Human Resources,1,419,2,Female,64,4,1,Healthcare Representative,1,Single,4450,4728,7,Y,Yes,17,4,2,80,0,2,1,2,27,1,5,7
47,No,Travel_Rarely,449,Research & Development,6,3,Human Resources,1,420,3,Male,68,2,3,Healthcare Representative,3,Married,15102,19338,2,Y,Yes,17,3,4,80,2,33,0,3,6,17,11,6
22,No,Travel_Rarely,593,Research & Development,14,3,Other,1,421,4,Female,80,3,5,Manufacturing Director,1,Married,2861,3595,6,Y,No,15,3,1,80,0,37,0,1,23,17,11,13
29,No,Non-Travel,719,Human Resources,18,1,Life Sciences,1,422,2,Male,33,3,2,Sales Executive,3,Married,11806,4288,3,Y,No,12,3,1,80,1,23,4,2,9,4,14,7
33,No,Travel_Frequently,1127,Sales,6,4,Other,1,423,4,Female,80,1,3,Research Director,1,Divorced,14283,8845,4,Y,Yes,22,4,2,80,1,37,2,4,36,4,2,10
43,No,Travel_Rarely,1216,Research & Development,10,4,Life Sciences,1,424,4,Female,34,1,2,Laboratory Technician,3,Married,17493,9663,3,Y,Yes,24,4,1,80,3,16,6,1,26,7,9,8
43,No,Travel_Frequently,1018,Sales,24,1,Human Resources,1,425,4,Male,84,2,5,Research Scientist,2,Divorced,13436,25320,8,Y,Yes,12,4,4,80,2,39,5,3,20,8,5,6
38,No,Travel_Rarely,105,Sales,18,4,Technical Degree,1,426,1,Male,49,2,3,Human Resources,2,Married,9890,19127,6,Y,No,23,4,1,80,2,0,5,2,35,13,7,5
56,Yes,Travel_Rarely,387,Human Resources,27,2,Medical,1,427,1,Male,53,2,5,Sales Representative,2,Married,16352,19878,3,Y,Yes,22,4,3,80,3,7,1,4,28,12,1,4
53,No,Travel_Rarely,1269,Human Resources,9,2,Medical,1,428,4,Female,65,3,1,Human Resources,1,Divorced,6529,24990,7,Y,Yes,20,4,3,80,1,14,5,4,6,17,14,10
50,Yes,Travel_Rarely,707,Sales,8,2,Life Sciences,1,429,3,Male,63,2,3,Research Scientist,3,Married,16843,8944,1,Y,No,22,3,1,80,1,24,3,1,12,3,11,4
47,No,Travel_Frequently,556,Research & Development,28,4,Human Resources,1,430,2,Female,83,4,2,Human Resources,3,Divorced,9299,14302,6,Y,No,18,3,2,80,3,7,1,4,22,17,2,8
54,No,Travel_Frequently,1325,Human Resources,10,2,Marketing,1,431,3,Male,63,4,1,Human Resources,4,Divorced,9580,25592,0,Y,No,21,4,3,80,2,31,6,3,24,14,7,7
40,No,Travel_Rarely,1335,Research & Development,17,2,Marketing,1,432,1,Male,46,3,4,Human Resources,2,Married,9616,12180,7,Y,Yes,16,4,4,80,3,12,5,4,12,6,14,10
27,No,Travel_Rarely,1129,Research & Development,23,1,Medical,1,433,2,Female,34,2,2,Manufacturing Director,4,Married,19878,2207,5,Y,No,18,4,2,80,3,14,4,1,36,12,3,5
22,No,Travel_Frequently,723,Research & Development,29,1,Technical Degree,1,434,4,Female,47,2,5,Laboratory Technician,2,Single,12157,3083,4,Y,Yes,13,3,1,80,0,5,5,4,29,1,3,14
53,No,Non-Travel,475,Sales,26,3,Medical,1,435,3,Male,84,1,2,Manager,4,Married,11191,20796,8,Y,Yes,11,4,2,80,3,32,0,1,25,8,1,5
51,No,Non-Travel,546,Research & Development,6,3,Life Sciences,1,436,3,Female,82,4,4,Laboratory Technician,2,Single,12767,5311,8,Y,No,23,3,2,80,1,6,4,4,11,4,14,10
48,No,Travel_Frequently,934,Sales,14,3,Technical Degree,1,437,4,Female,79,3,2,Human Resources,3,Married,18911,25135,2,Y,Yes,16,4,2,80,3,32,4,2,0,0,10,14
27,No,Travel_Rarely,1229,Sales,22,3,Marketing,1,438,3,Male,74,2,1,Laboratory Technician,2,Divorced,3026,26341,8,Y,No,12,3,2,80,2,28,4,1,17,12,9,11
36,No,Travel_Rarely,910,Research & Development,22,1,Human Resources,1,439,1,Female,42,1,2,Research Scientist,1,Divorced,11958,10588,8,Y,No,22,3,1,80,2,37,3,3,20,5,11,8
49,No,Non-Travel,1219,Research & Development,6,1,Human Resources,1,440,4,Male,45,3,3,Research Director,2,Single,2855,18592,1,Y,No,19,4,1,80,1,36,3,3,23,9,12,9
18,Yes,Non-Travel,1058,Research & Development,26,1,Life Sciences,1,441,3,Male,42,3,4,Manager,2,Married,16063,15444,4,Y,No,15,3,3,80,2,31,5,4,16,10,0,14
22,Yes,Travel_Frequently,948,Research & Development,7,2,Medical,1,442,4,Female,49,4,2,Research Director,3,Single,15915,25932,1,Y,Yes,15,3,3,80,3,2,1,2,8,15,6,16
21,No,Non-Travel,908,Sales,12,2,Life Sciences,1,443,2,Male,95,2,4,Sales Representative,1,Married,18981,21040,0,Y,No,23,3,4,80,1,19,5,4,39,0,13,15
33,No,Travel_Frequently,1078,Research & Development,3,3,Human Resources,1,444,4,Female,76,3,1,Laboratory Technician,3,Married,18232,7850,6,Y,Yes,20,3,4,80,2,13,5,4,27,4,3,7
41,No,Non-Travel,515,Research & Development,14,2,Marketing,1,445,3,Male,48,1,3,Research Director,4,Divorced,6958,20820,3,Y,Yes,18,4,3,80,3,27,5,2,14,5,5,16
33,No,Non-Travel,825,Sales,22,4,Human Resources,1,446,1,Female,74,1,5,Sales Executive,4,Single,15705,14719,4,Y,No,16,3,3,80,2,37,6,1,12,5,7,10
19,No,Non-Travel,553,Human Resources,19,1,Technical Degree,1,447,4,Female,66,3,2,Sales Executive,1,Divorced,11108,23777,3,Y,Yes,13,3,2,80,0,3,0,3,27,4,10,10
45,No,Travel_Rarely,1414,Human Resources,23,3,Other,1,448,4,Female,83,1,1,Research Director,4,Divorced,19302,18517,5,Y,No,19,3,3,80,2,14,4,2,16,5,6,5
49,Yes,Travel_Rarely,1316,Sales,16,3,Human Resources,1,449,3,Female,35,3,4,Human Resources,1,Divorced,6761,25617,1,Y,No,20,4,4,80,1,16,2,4,8,12,12,1
44,No,Travel_Rarely,249,Human Resources,7,4,Human Resources,1,450,1,Female,43,1,4,Manager,2,Single,1688,19022,7,Y,No,14,4,3,80,3,36,6,1,20,0,13,0
37,No,Non-Travel,858,Sales,8,2,Other,1,451,1,Male,33,3,1,Healthcare Representative,4,Married,7306,3228,3,Y,Yes,20,3,2,80,3,23,1,4,29,0,6,5
41,No,Travel_Frequently,878,Research & Development,18,3,Technical Degree,1,452,2,Male,84,3,2,Research Scientist,2,Married,6072,6019,7,Y,No,14,4,4,80,1,37,1,1,10,13,5,4
29,No,Travel_Frequently,1072,Research & Development,25,2,Medical,1,453,2,Female,63,3,5,Human Resources,3,Single,18739,11482,2,Y,No,22,4,1,80,0,35,4,3,29,7,10,8
52,No,Travel_Frequently,862,Human Resources,13,2,Human Resources,1,454,3,Male,56,1,2,Manager,4,Married,19071,16105,4,Y,Yes,23,4,3,80,3,7,1,3,35,8,3,4
50,No,Travel_Frequently,1101,Research & Development,21,4,Life Sciences,1,455,1,Female,36,3,3,Research Director,3,Single,11909,20580,2,Y,No,12,4,1,80,1,2,4,1,24,9,3,14
50,No,Travel_Rarely,1439,Human Resources,9,3,Human Resources,1,456,1,Female,32,4,2,Human Resources,3,Single,13713,11895,6,Y,No,13,4,4,80,2,29,1,3,6,5,8,14
54,No,Travel_Rarely,175,Human Resources,10,2,Life Sciences,1,457,2,Male,76,3,3,Human Resources,1,Married,13614,16135,2,Y,No,14,4,3,80,0,21,5,4,19,8,10,8
29,No,Non-Travel,698,Research & Development,21,2,Technical Degree,1,458,2,Male,31,2,4,Research Director,3,Divorced,10321,18245,7,Y,No,17,4,1,80,1,32,0,1,34,17,4,13
20,No,Non-Travel,1393,Research & Development,23,4,Human Resources,1,459,3,Female,54,2,3,Research Director,1,Single,7086,12387,8,Y,No,23,3,3,80,2,24,6,4,9,14,8,4
18,No,Travel_Frequently,324,Human Resources,27,4,Technical Degree,1,460,1,Female,89,4,5,Laboratory Technician,1,Single,13731,19359,1,Y,No,13,3,1,80,3,29,6,1,34,3,14,16
50,No,Travel_Rarely,212,Research & Development,9,2,Technical Degree,1,461,4,Female,53,3,1,Laboratory Technician,1,Single,14341,16904,2,Y,Yes,18,3,1,80,3,36,1,4,0,1,10,14
57,No,Travel_Frequently,350,Sales,15,4,Medical,1,462,2,Female,44,2,3,Research Scientist,1,Single,7667,8121,6,Y,No,18,4,4,80,0,2,6,3,13,5,11,16
27,No,Non-Travel,1356,Research & Development,20,2,Human Resources,1,463,3,Female,43,3,2,Sales Executive,1,Married,13976,3028,4,Y,No,20,3,3,80,2,3,1,2,4,16,8,8
46,No,Non-Travel,940,Research & Development,2,3,Life Sciences,1,464,1,Female,83,2,3,Manufacturing Director,2,Married,18374,18909,9,Y,No,21,4,1,80,1,28,2,4,39,6,3,12
30,No,Travel_Frequently,813,Sales,25,1,Life Sciences,1,465,1,Male,35,1,4,Research Scientist,1,Single,13333,4327,6,Y,No,12,4,3,80,3,31,6,1,37,14,1,12
29,Yes,Non-Travel,1206,Research & Development,13,4,Human Resources,1,466,2,Female,47,1,3,Research Scientist,4,Divorced,6290,20930,1,Y,Yes,14,3,3,80,1,22,0,3,33,1,1,4
48,No,Travel_Frequently,224,Research & Development,2,1,Other,1,467,3,Female,49,4,5,Healthcare Representative,1,Married,14044,19219,3,Y,No,18,3,2,80,1,18,6,1,23,11,8,13
19,No,Travel_Rarely,1298,Human Resources,19,2,Medical,1,468,4,Male,91,4,3,Manufacturing Director,2,Divorced,18760,4483,0,Y,Yes,11,3,4,80,1,14,5,4,3,9,8,6
52,No,Travel_Frequently,1192,Research & Development,26,2,Medical,1,469,2,Female,69,3,5,Sales Executive,4,Divorced,14537,4734,4,Y,No,11,3,3,80,0,15,0,1,26,16,2,4
40,No,Travel_Rarely,1170,Research & Development,2,2,Medical,1,470,3,Female,68,4,2,Human Resources,4,Single,16669,11730,7,Y,No,24,4,3,80,1,22,6,1,4,17,14,11
34,No,Travel_Rarely,983,Sales,3,1,Life Sciences,1,471,1,Male,81,3,4,Manufacturing Director,2,Married,17340,12102,0,Y,Yes,24,3,3,80,0,39,0,4,12,15,4,2
43,No,Non-Travel,1379,Human Resources,6,2,Technical Degree,1,472,4,Female,61,1,1,Healthcare Representative,4,Single,16955,9304,6,Y,Yes,14,3,4,80,0,36,6,3,39,9,4,8
25,No,Non-Travel,129,Human Resources,3,4,Other,1,473,3,Male,56,1,2,Sales Representative,2,Single,3887,6049,6,Y,No,21,4,4,80,2,0,1,3,20,7,1,9
46,Yes,Non-Travel,380,Human Resources,10,3,Medical,1,474,4,Female,81,2,2,Research Scientist,3,Divorced,16794,16947,6,Y,No,12,4,3,80,3,18,3,4,36,12,1,0
43,No,Travel_Frequently,1023,Research & Development,24,3,Life Sciences,1,475,3,Male,92,3,1,Research Director,3,Divorced,15560,11495,0,Y,No,11,4,4,80,1,36,1,3,31,15,9,13
27,No,Travel_Frequently,1360,Human Resources,27,4,Life Sciences,1,476,3,Male,92,1,3,Research Scientist,1,Divorced,2340,26707,2,Y,No,18,4,2,80,2,34,4,2,37,7,11,0
